id,age,gender,sign,tarot,favorite_color,favorite_animal
6381,26,female,pisces,6,yellow,eagle
6382,54,nb,sagittarius,9,purple,hamster
6383,56,female,cancer,2,yellow,eagle
6384,26,nb,capricorn,8,green,goldfish
6385,26,male,gemini,12,green,eagle
6386,32,female,scorpio,20,green,tiger
6387,33,male,aries,7,orange,goldfish
6388,58,female,aquarius,4,yellow,tiger
6389,57,male,scorpio,6,purple,eagle
6390,27,male,capricorn,12,red,goldfish
6391,27,female,aries,18,purple,horse
6392,21,female,aquarius,9,yellow,horse
6393,24,female,scorpio,15,blue,elephant
6394,47,female,sagittarius,6,green,horse
6395,48,male,taurus,10,green,goldfish
6396,32,nb,cancer,16,purple,eagle
6397,32,male,libra,8,yellow,goldfish
6398,33,female,taurus,9,blue,dog
6399,33,female,gemini,11,green,dog
6400,58,nb,virgo,14,purple,eagle
6401,62,male,libra,7,purple,goldfish
6402,32,male,aries,19,yellow,horse
6403,35,nb,taurus,20,blue,goldfish
6404,30,male,cancer,9,green,tiger
6405,30,male,gemini,14,blue,dog
6406,30,female,capricorn,12,green,eagle
6407,29,male,gemini,20,blue,goldfish
6408,56,male,taurus,13,yellow,cat
6409,54,female,taurus,20,orange,tiger
6410,45,female,pisces,0,blue,horse
6411,47,male,pisces,21,orange,hamster
6412,37,female,scorpio,18,green,cat
6413,37,male,gemini,12,red,eagle
6414,34,nb,taurus,5,orange,cat
6415,36,male,aries,7,yellow,dog
6416,23,male,aries,10,red,goldfish
6417,21,female,capricorn,13,red,cat
6418,26,male,aries,13,purple,tiger
6419,25,female,libra,7,orange,dog
6420,46,male,aries,14,green,goldfish
6421,46,male,leo,12,blue,elephant
6422,51,female,virgo,1,green,elephant
6423,50,male,virgo,18,yellow,goldfish
6424,37,female,aries,2,red,eagle
6425,36,female,scorpio,10,purple,elephant
6426,45,female,aquarius,2,purple,hamster
6427,48,male,gemini,8,blue,cat
6428,52,male,virgo,13,yellow,tiger
6429,55,male,leo,0,orange,tiger
6430,27,female,sagittarius,15,purple,goldfish
6431,24,male,cancer,18,blue,dog
6432,55,male,leo,13,orange,cat
6433,55,nb,aries,5,red,dog
6434,32,nb,pisces,13,green,tiger
6435,34,male,leo,10,red,goldfish
6436,56,female,leo,16,yellow,dog
6437,56,male,aries,2,red,eagle
6438,25,nb,gemini,3,blue,cat
6439,27,male,taurus,9,purple,tiger
6440,32,male,pisces,17,green,goldfish
6441,32,male,aquarius,19,yellow,eagle
6442,30,female,capricorn,4,orange,horse
6443,26,female,sagittarius,13,yellow,eagle
6444,53,male,virgo,2,green,hamster
6445,53,female,libra,1,yellow,dog
6446,51,female,cancer,19,purple,elephant
6447,51,female,sagittarius,10,red,elephant
6448,58,male,cancer,14,yellow,elephant
6449,58,male,aquarius,1,red,cat
6450,30,female,pisces,21,purple,elephant
6451,29,male,taurus,11,orange,goldfish
6452,59,female,virgo,2,blue,eagle
6453,61,female,scorpio,14,orange,elephant
6454,28,male,gemini,11,orange,tiger
6455,27,female,aquarius,11,orange,eagle
6456,46,male,aquarius,5,red,cat
6457,46,male,cancer,21,orange,elephant
6458,35,female,aries,20,red,goldfish
6459,35,male,pisces,14,yellow,horse
6460,31,male,taurus,20,blue,eagle
6461,31,male,leo,9,orange,eagle
6462,43,male,sagittarius,8,yellow,hamster
6463,43,male,aquarius,21,purple,elephant
6464,48,male,capricorn,2,purple,goldfish
6465,50,female,libra,10,red,goldfish
6466,22,male,sagittarius,15,purple,elephant
6467,22,female,capricorn,11,orange,hamster
6468,50,male,gemini,7,purple,elephant
6469,50,female,cancer,11,purple,horse
6470,39,male,virgo,14,orange,eagle
6471,39,female,virgo,3,yellow,horse
6472,31,female,capricorn,0,yellow,dog
6473,31,female,virgo,18,purple,eagle
6474,32,female,aquarius,20,red,hamster
6475,33,female,cancer,4,orange,goldfish
6476,25,male,leo,4,green,dog
6477,25,male,capricorn,19,green,goldfish
6478,26,nb,gemini,16,red,goldfish
6479,25,female,cancer,5,purple,tiger
6480,43,male,sagittarius,18,red,dog
6481,43,male,sagittarius,13,blue,hamster
6482,23,male,gemini,9,green,horse
6483,23,male,pisces,11,blue,cat
6484,32,male,gemini,7,red,elephant
6485,33,female,aquarius,12,red,goldfish
6486,58,male,leo,18,green,hamster
6487,60,female,capricorn,13,orange,dog
6488,48,male,aquarius,20,red,cat
6489,48,female,libra,1,red,eagle
6490,30,male,libra,9,orange,dog
6491,31,female,gemini,21,orange,hamster
6492,23,male,scorpio,8,red,tiger
6493,23,female,scorpio,15,blue,goldfish
6494,47,male,aries,7,blue,tiger
6495,44,nb,cancer,0,red,elephant
6496,45,female,aries,15,blue,dog
6497,46,female,pisces,3,yellow,tiger
6498,24,nb,gemini,7,blue,tiger
6499,25,male,aries,21,red,dog
6500,53,male,leo,11,yellow,tiger
6501,55,female,taurus,5,yellow,eagle
6502,52,male,scorpio,10,blue,tiger
6503,53,female,taurus,0,blue,elephant
6504,54,nb,capricorn,6,purple,tiger
6505,50,male,taurus,4,purple,cat
6506,54,male,capricorn,12,green,goldfish
6507,54,male,capricorn,9,blue,dog
6508,38,female,aries,0,green,tiger
6509,38,female,pisces,16,purple,eagle
6510,37,female,virgo,15,orange,tiger
6511,38,male,gemini,18,blue,cat
6512,49,male,gemini,4,yellow,elephant
6513,52,male,aquarius,15,yellow,elephant
6514,39,female,pisces,19,blue,horse
6515,38,female,aries,21,orange,hamster
6516,40,female,capricorn,19,yellow,goldfish
6517,39,male,scorpio,15,purple,horse
6518,59,male,sagittarius,15,orange,tiger
6519,62,female,aquarius,16,green,hamster
6520,21,male,virgo,6,purple,tiger
6521,21,male,libra,4,red,cat
6522,36,female,gemini,14,purple,elephant
6523,38,male,libra,13,blue,cat
6524,21,female,gemini,9,blue,tiger
6525,21,male,aquarius,21,blue,hamster
6526,50,male,aquarius,0,orange,elephant
6527,53,male,gemini,8,red,goldfish
6528,34,male,scorpio,19,yellow,cat
6529,32,male,sagittarius,1,blue,goldfish
6530,59,male,gemini,5,purple,hamster
6531,58,female,capricorn,6,orange,eagle
6532,37,male,pisces,10,green,elephant
6533,35,male,sagittarius,20,yellow,cat
6534,31,female,pisces,20,blue,horse
6535,31,female,libra,14,yellow,cat
6536,37,nb,capricorn,20,green,goldfish
6537,36,female,taurus,18,purple,cat
6538,57,male,aquarius,14,orange,tiger
6539,57,female,taurus,1,yellow,elephant
6540,19,female,pisces,16,purple,goldfish
6541,19,nb,aries,21,orange,elephant
6542,31,male,gemini,1,green,tiger
6543,31,female,aquarius,10,blue,horse
6544,30,male,gemini,3,blue,elephant
6545,30,female,capricorn,21,yellow,elephant
6546,31,female,scorpio,6,yellow,hamster
6547,30,male,aquarius,9,red,horse
6548,52,male,gemini,3,orange,elephant
6549,52,female,virgo,11,red,horse
6550,26,female,leo,14,green,horse
6551,23,nb,leo,16,green,tiger
6552,51,female,aries,21,purple,horse
6553,51,nb,libra,13,orange,tiger
6554,39,female,aries,18,red,dog
6555,41,nb,scorpio,19,orange,hamster
6556,27,female,leo,8,red,eagle
6557,30,male,sagittarius,9,green,horse
6558,22,male,aquarius,10,purple,cat
6559,21,male,aries,15,green,goldfish
6560,34,female,virgo,11,yellow,goldfish
6561,34,female,libra,10,red,dog
6562,57,male,sagittarius,3,blue,tiger
6563,57,female,aquarius,6,orange,eagle
6564,30,female,aquarius,13,red,cat
6565,29,female,capricorn,1,red,hamster
6566,27,male,sagittarius,15,purple,hamster
6567,27,nb,scorpio,14,green,eagle
6568,42,male,cancer,5,purple,dog
6569,42,male,cancer,9,orange,tiger
6570,29,male,scorpio,14,yellow,cat
6571,29,female,virgo,19,orange,hamster
6572,44,male,aries,11,purple,cat
6573,44,female,pisces,0,red,hamster
6574,45,female,leo,9,blue,tiger
6575,45,male,pisces,14,red,cat
6576,27,male,aquarius,2,orange,elephant
6577,27,male,pisces,13,purple,goldfish
6578,57,female,leo,9,red,elephant
6579,57,male,gemini,8,blue,hamster
6580,52,female,capricorn,8,green,dog
6581,54,nb,gemini,15,blue,cat
6582,54,female,virgo,1,blue,tiger
6583,56,male,scorpio,19,purple,horse
6584,39,male,leo,4,orange,elephant
6585,42,nb,leo,8,blue,hamster
6586,40,male,gemini,11,blue,elephant
6587,40,female,aries,0,blue,elephant
6588,53,nb,leo,5,purple,horse
6589,53,nb,aquarius,1,blue,goldfish
6590,46,female,cancer,5,orange,elephant
6591,46,female,scorpio,12,orange,elephant
6592,19,female,scorpio,14,purple,tiger
6593,19,female,pisces,19,blue,goldfish
6594,32,male,gemini,8,red,elephant
6595,30,female,capricorn,1,green,horse
6596,19,male,libra,12,yellow,eagle
6597,19,male,libra,3,green,hamster
6598,54,male,sagittarius,7,blue,eagle
6599,54,nb,gemini,21,orange,tiger
6600,46,female,aquarius,16,blue,goldfish
6601,47,female,virgo,21,orange,dog
6602,19,nb,capricorn,5,purple,tiger
6603,23,female,capricorn,17,blue,tiger
6604,25,female,pisces,19,orange,tiger
6605,27,male,pisces,12,red,cat
6606,35,male,scorpio,11,purple,horse
6607,36,male,aquarius,15,orange,elephant
6608,43,female,capricorn,2,blue,horse
6609,43,female,aquarius,21,orange,cat
6610,32,male,capricorn,12,green,cat
6611,31,female,cancer,14,green,cat
6612,47,male,scorpio,9,orange,horse
6613,47,female,libra,3,red,dog
6614,54,nb,capricorn,8,blue,goldfish
6615,53,male,sagittarius,17,purple,dog
6616,25,nb,gemini,11,green,goldfish
6617,26,female,leo,17,purple,horse
6618,49,male,sagittarius,5,orange,elephant
6619,49,male,capricorn,4,blue,cat
6620,58,male,capricorn,16,blue,elephant
6621,58,male,capricorn,17,red,elephant
6622,46,male,aquarius,3,purple,hamster
6623,46,male,sagittarius,17,red,goldfish
6624,24,female,capricorn,21,yellow,dog
6625,26,female,capricorn,6,red,cat
6626,37,male,sagittarius,0,purple,tiger
6627,37,male,sagittarius,20,green,tiger
6628,35,female,leo,17,red,elephant
6629,37,female,virgo,5,purple,elephant
6630,54,male,virgo,14,green,horse
6631,55,nb,libra,8,yellow,horse
6632,48,female,sagittarius,19,red,eagle
6633,49,male,aries,1,red,horse
6634,38,nb,scorpio,7,yellow,dog
6635,37,female,aries,15,yellow,eagle
6636,51,male,scorpio,19,yellow,horse
6637,51,female,aquarius,10,orange,goldfish
6638,31,female,scorpio,7,red,horse
6639,31,male,capricorn,6,orange,eagle
6640,26,male,capricorn,9,purple,cat
6641,26,female,libra,6,green,elephant
6642,55,female,capricorn,3,red,hamster
6643,56,male,cancer,4,purple,horse
6644,48,male,sagittarius,0,yellow,horse
6645,48,female,cancer,1,purple,dog
6646,34,female,scorpio,17,purple,tiger
6647,34,female,scorpio,16,blue,elephant
6648,42,female,scorpio,8,purple,eagle
6649,42,female,virgo,2,blue,tiger
6650,22,female,aquarius,18,red,goldfish
6651,22,male,gemini,7,red,elephant
6652,27,female,scorpio,11,purple,cat
6653,26,male,aries,4,yellow,goldfish
6654,54,male,leo,1,red,eagle
6655,53,female,aries,16,green,goldfish
6656,52,female,gemini,9,purple,horse
6657,53,female,pisces,7,blue,elephant
6658,48,female,sagittarius,11,blue,elephant
6659,46,female,aries,18,blue,eagle
6660,22,nb,taurus,8,orange,tiger
6661,22,male,sagittarius,20,blue,dog
6662,19,nb,leo,17,blue,cat
6663,19,nb,aquarius,17,purple,horse
6664,56,female,gemini,14,red,tiger
6665,54,female,aquarius,21,blue,hamster
6666,44,female,taurus,1,green,goldfish
6667,41,female,libra,1,yellow,goldfish
6668,27,female,aquarius,20,blue,hamster
6669,27,male,aries,19,green,hamster
6670,28,male,aries,1,yellow,elephant
6671,28,male,pisces,12,purple,elephant
6672,30,female,aries,6,yellow,elephant
6673,29,female,aquarius,3,red,hamster
6674,59,female,pisces,16,orange,goldfish
6675,59,female,leo,8,red,elephant
6676,35,female,leo,16,orange,goldfish
6677,33,female,cancer,17,orange,cat
6678,30,male,leo,14,purple,elephant
6679,31,male,virgo,20,blue,elephant
6680,35,female,scorpio,20,blue,eagle
6681,35,female,leo,8,red,eagle
6682,48,male,taurus,19,green,hamster
6683,48,male,gemini,4,purple,tiger
6684,54,female,sagittarius,13,orange,cat
6685,52,male,scorpio,13,yellow,goldfish
6686,27,female,taurus,13,orange,horse
6687,30,male,leo,20,red,goldfish
6688,37,male,gemini,21,blue,elephant
6689,37,female,scorpio,5,orange,horse
6690,46,female,scorpio,2,purple,hamster
6691,45,female,libra,0,yellow,dog
6692,45,male,aries,13,purple,hamster
6693,47,female,gemini,0,yellow,hamster
6694,49,female,pisces,17,green,cat
6695,48,female,capricorn,7,orange,hamster
6696,26,male,virgo,3,yellow,goldfish
6697,24,female,capricorn,0,orange,goldfish
6698,23,female,leo,6,green,horse
6699,23,female,virgo,11,blue,dog
6700,41,male,libra,5,yellow,dog
6701,43,male,sagittarius,17,blue,horse
6702,26,nb,aquarius,14,orange,hamster
6703,25,female,cancer,11,purple,elephant
6704,33,female,libra,14,blue,goldfish
6705,32,male,pisces,15,purple,elephant
6706,23,male,sagittarius,1,blue,hamster
6707,23,female,pisces,8,blue,dog
6708,31,male,gemini,21,blue,dog
6709,31,male,pisces,14,red,cat
6710,46,female,capricorn,0,yellow,tiger
6711,46,nb,taurus,3,green,dog
6712,32,nb,taurus,19,orange,elephant
6713,31,female,pisces,15,purple,hamster
6714,31,nb,scorpio,1,green,hamster
6715,33,female,virgo,5,yellow,hamster
6716,22,male,virgo,10,blue,horse
6717,22,male,virgo,16,yellow,elephant
6718,26,female,taurus,4,yellow,elephant
6719,26,female,sagittarius,19,red,elephant
6720,56,female,gemini,6,orange,elephant
6721,56,female,sagittarius,9,yellow,tiger
6722,53,female,pisces,14,orange,elephant
6723,57,male,aries,6,blue,tiger
6724,41,female,cancer,3,red,goldfish
6725,42,female,sagittarius,2,yellow,goldfish
6726,24,male,taurus,20,purple,horse
6727,26,female,virgo,5,orange,horse
6728,53,male,aquarius,12,green,elephant
6729,50,female,gemini,13,red,goldfish
6730,49,female,aquarius,13,purple,elephant
6731,49,male,scorpio,7,orange,cat
6732,26,male,capricorn,4,green,goldfish
6733,25,male,gemini,21,blue,hamster
6734,25,male,aquarius,5,green,tiger
6735,24,male,capricorn,12,blue,tiger
6736,40,nb,cancer,15,orange,tiger
6737,37,female,pisces,1,red,horse
6738,27,female,leo,1,yellow,goldfish
6739,28,nb,sagittarius,21,red,tiger
6740,38,male,aquarius,9,green,elephant
6741,40,male,aries,6,yellow,horse
6742,43,male,gemini,0,yellow,eagle
6743,43,male,virgo,14,orange,goldfish
6744,20,male,gemini,7,purple,cat
6745,19,female,gemini,10,blue,horse
6746,49,female,sagittarius,14,blue,tiger
6747,50,nb,scorpio,18,yellow,goldfish
6748,25,male,pisces,1,orange,elephant
6749,24,male,pisces,10,purple,cat
6750,54,male,scorpio,9,purple,goldfish
6751,55,male,cancer,20,red,horse
6752,59,male,taurus,5,orange,dog
6753,61,male,gemini,10,red,tiger
6754,32,female,aries,13,red,cat
6755,35,female,pisces,0,purple,hamster
6756,54,male,libra,5,red,goldfish
6757,50,female,leo,21,green,elephant
6758,18,male,virgo,19,orange,dog
6759,20,male,capricorn,4,yellow,goldfish
6760,32,female,aries,1,blue,eagle
6761,32,female,aries,10,green,elephant
6762,55,nb,gemini,7,red,goldfish
6763,54,nb,leo,4,blue,eagle
6764,20,female,cancer,6,yellow,hamster
6765,23,female,taurus,12,green,hamster
6766,25,female,virgo,10,green,cat
6767,25,nb,virgo,10,red,horse
6768,34,male,pisces,15,red,cat
6769,36,female,libra,10,yellow,elephant
6770,33,female,leo,21,green,elephant
6771,31,female,virgo,8,blue,hamster
6772,59,male,scorpio,12,blue,dog
6773,58,female,gemini,5,purple,tiger
6774,29,female,sagittarius,3,purple,cat
6775,29,female,libra,16,red,eagle
6776,58,male,leo,3,orange,elephant
6777,60,male,virgo,0,orange,eagle
6778,22,female,aries,4,red,hamster
6779,21,female,capricorn,0,yellow,cat
6780,35,female,aquarius,7,blue,hamster
6781,35,male,gemini,12,orange,tiger
6782,44,female,gemini,4,green,eagle
6783,44,male,capricorn,7,purple,hamster
6784,25,female,pisces,17,orange,goldfish
6785,25,male,scorpio,17,red,dog
6786,53,male,leo,9,green,dog
6787,53,female,scorpio,1,purple,cat
6788,19,male,leo,2,blue,tiger
6789,18,nb,pisces,3,purple,dog
6790,21,female,taurus,12,red,eagle
6791,23,male,virgo,4,green,elephant
6792,24,male,aries,6,purple,tiger
6793,28,female,aries,21,red,hamster
6794,29,female,capricorn,10,yellow,eagle
6795,29,male,pisces,6,yellow,elephant
6796,24,female,aries,19,red,dog
6797,24,male,aquarius,14,yellow,elephant
6798,37,male,aries,11,purple,goldfish
6799,37,female,leo,1,blue,hamster
6800,35,male,taurus,10,red,goldfish
6801,39,male,cancer,19,orange,tiger
6802,39,male,cancer,8,orange,dog
6803,39,female,virgo,6,purple,hamster
6804,37,female,taurus,9,orange,goldfish
6805,38,female,libra,16,green,cat
6806,44,nb,scorpio,18,purple,cat
6807,44,male,virgo,20,yellow,horse
6808,41,male,gemini,12,green,eagle
6809,41,female,sagittarius,16,red,horse
6810,58,male,taurus,3,purple,dog
6811,58,female,aquarius,17,yellow,eagle
6812,33,male,leo,16,yellow,hamster
6813,30,male,scorpio,9,blue,tiger
6814,26,nb,gemini,20,purple,elephant
6815,26,male,aquarius,7,yellow,tiger
6816,24,male,aries,15,orange,horse
6817,23,female,capricorn,1,red,hamster
6818,42,male,libra,9,purple,elephant
6819,45,male,virgo,6,blue,hamster
6820,58,female,libra,7,orange,elephant
6821,59,male,capricorn,21,blue,hamster
6822,40,female,gemini,7,blue,elephant
6823,40,male,gemini,4,purple,eagle
6824,37,male,aries,3,blue,tiger
6825,37,nb,sagittarius,16,green,dog
6826,46,female,scorpio,15,purple,eagle
6827,44,nb,aries,6,blue,elephant
6828,53,male,libra,20,orange,elephant
6829,49,female,aquarius,1,red,elephant
6830,34,female,pisces,17,blue,dog
6831,33,female,gemini,9,green,horse
6832,27,nb,pisces,12,yellow,elephant
6833,27,male,cancer,6,green,horse
6834,52,male,taurus,12,blue,eagle
6835,51,female,virgo,6,red,dog
6836,47,male,gemini,9,yellow,eagle
6837,47,female,gemini,11,orange,goldfish
6838,32,male,taurus,17,yellow,horse
6839,32,male,pisces,9,yellow,horse
6840,50,female,gemini,19,orange,cat
6841,50,nb,libra,5,red,cat
6842,50,male,aries,3,orange,hamster
6843,50,male,taurus,0,yellow,hamster
6844,34,male,aries,3,green,eagle
6845,35,male,taurus,16,yellow,goldfish
6846,41,male,scorpio,11,orange,dog
6847,41,male,pisces,2,orange,hamster
6848,59,female,aquarius,1,purple,cat
6849,59,male,taurus,1,purple,horse
6850,48,female,scorpio,2,red,eagle
6851,48,male,leo,0,red,eagle
6852,32,male,aquarius,13,purple,cat
6853,32,female,capricorn,5,green,goldfish
6854,27,male,leo,1,red,dog
6855,27,female,aries,13,purple,elephant
6856,59,male,gemini,15,green,horse
6857,56,female,scorpio,17,red,horse
6858,40,nb,virgo,2,orange,eagle
6859,43,female,libra,8,red,elephant
6860,32,male,cancer,0,purple,elephant
6861,32,female,virgo,7,purple,hamster
6862,59,male,scorpio,2,green,cat
6863,59,male,aquarius,15,orange,cat
6864,28,male,aries,4,blue,cat
6865,29,male,aries,2,purple,horse
6866,56,male,virgo,12,red,horse
6867,56,female,pisces,20,orange,hamster
6868,22,female,taurus,11,purple,goldfish
6869,19,male,aries,21,green,eagle
6870,47,male,pisces,6,purple,cat
6871,49,female,libra,7,green,dog
6872,40,female,pisces,14,purple,eagle
6873,43,male,aquarius,0,orange,elephant
6874,43,male,scorpio,10,orange,dog
6875,43,male,sagittarius,11,green,hamster
6876,19,female,aquarius,4,yellow,dog
6877,20,female,sagittarius,9,blue,hamster
6878,49,female,leo,1,green,hamster
6879,49,male,pisces,18,purple,eagle
6880,59,male,aquarius,0,orange,tiger
6881,59,nb,aries,15,green,cat
6882,30,male,libra,11,green,cat
6883,30,female,capricorn,15,green,horse
6884,19,male,gemini,10,purple,cat
6885,18,female,libra,6,purple,tiger
6886,26,female,leo,0,yellow,horse
